parent_name	parent_version	child_name	child_version	edge_contexts	cargo_all_targets_active
zenoh-link-quic	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-link-quic_datagram	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-quic_datagram	1.7.2	quinn	0.11.9	normal:all	true
zenoh-link-quic_datagram	1.7.2	rustls	0.23.37	normal:all	true
zenoh-link-quic_datagram	1.7.2	rustls-webpki	0.103.13	normal:all	true
zenoh-link-quic_datagram	1.7.2	time	0.3.47	normal:all	true
zenoh-link-quic_datagram	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-quic_datagram	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-quic_datagram	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-quic_datagram	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-quic_datagram	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-quic_datagram	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-quic_datagram	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-quic_datagram	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-link-tcp	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-tcp	1.7.2	socket2	0.5.10	normal:all	true
zenoh-link-tcp	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-tcp	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-tcp	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-tcp	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-link-tcp	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-tcp	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-tcp	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-tcp	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-tls	1.7.2	base64	0.22.1	normal:all	true
zenoh-link-tls	1.7.2	rustls	0.23.37	normal:all	true
zenoh-link-tls	1.7.2	rustls-pemfile	2.2.0	normal:all	true
zenoh-link-tls	1.7.2	rustls-pki-types	1.14.0	normal:all	true
zenoh-link-tls	1.7.2	rustls-webpki	0.103.13	normal:all	true
zenoh-link-tls	1.7.2	secrecy	0.8.0	normal:all	true
zenoh-link-tls	1.7.2	socket2	0.5.10	normal:all	true
zenoh-link-tls	1.7.2	time	0.3.47	normal:all	true
zenoh-link-tls	1.7.2	tls-listener	0.11.2	normal:all	true
zenoh-link-tls	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-tls	1.7.2	tokio-rustls	0.26.4	normal:all	true
zenoh-link-tls	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-tls	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-tls	1.7.2	webpki-roots	1.0.6	normal:all	true
zenoh-link-tls	1.7.2	x509-parser	0.18.1	normal:all	true
zenoh-link-tls	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-tls	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-udp	1.7.2	libc	0.2.186	"normal:cfg(target_family = ""unix"")"	true
zenoh-link-udp	1.7.2	socket2	0.5.10	normal:all	true
zenoh-link-udp	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-udp	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-udp	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-udp	1.7.2	windows-sys	0.61.2	"normal:cfg(target_family = ""windows"")"	true
zenoh-link-udp	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-sync	1.7.2	normal:all	true
zenoh-link-udp	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-link-unixsock_stream	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-unixsock_stream	1.7.2	nix	0.29.0	normal:all	true
zenoh-link-unixsock_stream	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-unixsock_stream	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-unixsock_stream	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-unixsock_stream	1.7.2	uuid	1.22.0	normal:all	true
zenoh-link-unixsock_stream	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-unixsock_stream	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-unixsock_stream	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-unixsock_stream	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-unixsock_stream	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-ws	1.7.2	futures-util	0.3.32	normal:all	true
zenoh-link-ws	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-ws	1.7.2	tokio-tungstenite	0.24.0	normal:all	true
zenoh-link-ws	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-ws	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-ws	1.7.2	url	2.5.8	normal:all	true
zenoh-link-ws	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-link-ws	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-macros	1.7.2	proc-macro2	1.0.106	normal:all	true
zenoh-macros	1.7.2	quote	1.0.44	normal:all	true
zenoh-macros	1.7.2	syn	2.0.117	normal:all	true
zenoh-macros	1.7.2	zenoh-keyexpr	1.7.2	normal:all	true
zenoh-plugin-trait	1.7.2	git-version	0.3.9	normal:all	true
zenoh-plugin-trait	1.7.2	libloading	0.8.9	normal:all	true
zenoh-plugin-trait	1.7.2	serde	1.0.228	normal:all	true
zenoh-plugin-trait	1.7.2	stabby	72.1.4	normal:all	true
zenoh-plugin-trait	1.7.2	tracing	0.1.44	normal:all	true
zenoh-plugin-trait	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-plugin-trait	1.7.2	zenoh-keyexpr	1.7.2	normal:all	true
zenoh-plugin-trait	1.7.2	zenoh-macros	1.7.2	normal:all	true
zenoh-plugin-trait	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-plugin-trait	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-protocol	1.7.2	const_format	0.2.35	normal:all	true
zenoh-protocol	1.7.2	rand	0.8.6	normal:all	false
zenoh-protocol	1.7.2	serde	1.0.228	normal:all	true
zenoh-protocol	1.7.2	uhlc	0.8.2	normal:all	true
zenoh-protocol	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-protocol	1.7.2	zenoh-keyexpr	1.7.2	normal:all	true
zenoh-protocol	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-result	1.7.2	anyhow	1.0.103	normal:all	true
zenoh-runtime	1.7.2	lazy_static	1.5.0	normal:all	true
zenoh-runtime	1.7.2	ron	0.12.0	normal:all	true
zenoh-runtime	1.7.2	serde	1.0.228	normal:all	true
zenoh-runtime	1.7.2	tokio	1.52.3	normal:all	true
zenoh-runtime	1.7.2	tracing	0.1.44	normal:all	true
zenoh-runtime	1.7.2	zenoh-macros	1.7.2	normal:all	true
zenoh-runtime	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-sync	1.7.2	arc-swap	1.8.2	normal:all	true
zenoh-sync	1.7.2	event-listener	5.4.1	normal:all	true
zenoh-sync	1.7.2	futures	0.3.32	normal:all	true
zenoh-sync	1.7.2	tokio	1.52.3	normal:all	true
zenoh-sync	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-sync	1.7.2	zenoh-collections	1.7.2	normal:all	true
zenoh-sync	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-task	1.7.2	futures	0.3.32	normal:all	true
zenoh-task	1.7.2	tokio	1.52.3	normal:all	true
zenoh-task	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-task	1.7.2	tracing	0.1.44	normal:all	true
zenoh-task	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-task	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-transport	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-transport	1.7.2	crossbeam-utils	0.8.21	normal:all	true
zenoh-transport	1.7.2	flume	0.11.1	normal:all	true
zenoh-transport	1.7.2	lazy_static	1.5.0	normal:all	true
zenoh-transport	1.7.2	lz4_flex	0.11.6	normal:all	true
zenoh-transport	1.7.2	rand	0.8.6	normal:all	true
zenoh-transport	1.7.2	ringbuffer-spsc	0.1.15	normal:all	true
zenoh-transport	1.7.2	rsa	0.9.10	normal:all	true
zenoh-transport	1.7.2	serde	1.0.228	normal:all	true
zenoh-transport	1.7.2	sha3	0.10.8	normal:all	true
zenoh-transport	1.7.2	tokio	1.52.3	normal:all	true
zenoh-transport	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-transport	1.7.2	tracing	0.1.44	normal:all	true
zenoh-transport	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-codec	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-crypto	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-link	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-sync	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-task	1.7.2	normal:all	true
zenoh-transport	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-util	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-util	1.7.2	const_format	0.2.35	normal:all	true
zenoh-util	1.7.2	flume	0.11.1	normal:all	true
zenoh-util	1.7.2	home	0.5.12	normal:all	true
zenoh-util	1.7.2	humantime	2.3.0	normal:all	true
zenoh-util	1.7.2	lazy_static	1.5.0	normal:all	true
zenoh-util	1.7.2	libc	0.2.186	normal:cfg(unix)	true
zenoh-util	1.7.2	libloading	0.8.9	normal:all	true
zenoh-util	1.7.2	pnet_datalink	0.35.0	normal:cfg(unix)	true
zenoh-util	1.7.2	schemars	1.2.1	normal:all	true
zenoh-util	1.7.2	serde	1.0.228	normal:all	true
zenoh-util	1.7.2	serde_json	1.0.149	normal:all	true
zenoh-util	1.7.2	shellexpand	3.1.2	normal:all	true
zenoh-util	1.7.2	tokio	1.52.3	normal:all	true
zenoh-util	1.7.2	tracing	0.1.44	normal:all	true
zenoh-util	1.7.2	tracing-subscriber	0.3.22	normal:all	true
zenoh-util	1.7.2	winapi	0.3.9	normal:cfg(windows)	true
zenoh-util	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-util	1.7.2	zenoh-result	1.7.2	normal:all	true
zerocopy	0.8.40	zerocopy-derive	0.8.40	normal:all;normal:cfg(any())	true
zerocopy-derive	0.8.40	proc-macro2	1.0.106	normal:all	true
zerocopy-derive	0.8.40	quote	1.0.44	normal:all	true
zerocopy-derive	0.8.40	syn	2.0.117	normal:all	true
zerofrom	0.1.6	zerofrom-derive	0.1.6	normal:all	true
zerofrom-derive	0.1.6	proc-macro2	1.0.106	normal:all	true
zerofrom-derive	0.1.6	quote	1.0.44	normal:all	true
zerofrom-derive	0.1.6	syn	2.0.117	normal:all	true
zerofrom-derive	0.1.6	synstructure	0.13.2	normal:all	true
zerotrie	0.2.3	displaydoc	0.2.5	normal:all	true
zerotrie	0.2.3	yoke	0.8.1	normal:all	true
zerotrie	0.2.3	zerofrom	0.1.6	normal:all	true
zerovec	0.11.5	yoke	0.8.1	normal:all	true
zerovec	0.11.5	zerofrom	0.1.6	normal:all	true
zerovec	0.11.5	zerovec-derive	0.11.2	normal:all	true
zerovec-derive	0.11.2	proc-macro2	1.0.106	normal:all	true
zerovec-derive	0.11.2	quote	1.0.44	normal:all	true
zerovec-derive	0.11.2	syn	2.0.117	normal:all	true
zstd	0.13.3	zstd-safe	7.2.4	normal:all	true
zstd-safe	7.2.4	zstd-sys	2.0.16+zstd.1.5.7	normal:all	true
zstd-sys	2.0.16+zstd.1.5.7	cc	1.2.56	build:all	true
zstd-sys	2.0.16+zstd.1.5.7	pkg-config	0.3.32	build:all	true
